"","title","link","guid","atom.link","media.content","media.description","media.credit","description","dc.creator","pubDate","category","category.1","category.2","category.3","category.4","category.5","category.6","category.7","category.8","category.9","category.10","category.11","category.12","category.13","category.14","category.15","category.16","category.17","category.18"
"1210","On Location: A New Orleans Couple Decorates in Brooklyn","http://www.nytimes.com/2015/02/26/garden/a-new-orleans-couple-decorates-in-brooklyn.html?partner=rss&emc=rss","http://www.nytimes.com/2015/02/26/garden/a-new-orleans-couple-decorates-in-brooklyn.html","#NA","#NA","#NA","#NA","A pair of exiles from New Orleans have put down roots in Brooklyn — among their own.","PENELOPE GREEN","Fri, 27 Feb 2015 16:41:18 GMT","Interior Design and Furnishings","Carroll Gardens (Brooklyn, NY)","New Orleans (La)","Babst, Morgan (1980- )","Habig, Scott (1977- )","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1211","On Location: A Victorian Loft With Creature Comforts","http://www.nytimes.com/2015/02/19/garden/a-victorian-loft-with-creature-comforts.html?partner=rss&emc=rss","http://www.nytimes.com/2015/02/19/garden/a-victorian-loft-with-creature-comforts.html","#NA","#NA","#NA","#NA","Remodeling a 19th-century TriBeCa apartment with new windows, modern kitchen appliances and “wacky” animals.","ELAINE LOUIE","Wed, 18 Feb 2015 22:27:00 GMT","TriBeCa (Manhattan, NY)","Interior Design and Furnishings","Real Estate and Housing (Residential)","Ramsey, James (1977- )","Blumin, Jennifer","Lofts","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1212","On Location: Furnishing the RISD President’s House","http://www.nytimes.com/2015/02/12/garden/furnishing-the-risd-presidents-house.html?partner=rss&emc=rss","http://www.nytimes.com/2015/02/12/garden/furnishing-the-risd-presidents-house.html","#NA","#NA","#NA","#NA","The interim president of RISD found herself with a 21-room house that needed furnishing. Luckily, she knew a few suppliers.","JULIE LASKY","Thu, 26 Feb 2015 06:26:26 GMT","Interior Design and Furnishings","Rhode Island School of Design","Providence (RI)","Somerson, Rosanne (1954- )","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1213","On Location: Trading a Beach House on Fire Island for a Farmhouse in Columbia County","http://www.nytimes.com/2015/02/05/garden/trading-a-beach-house-on-fire-island-for-a-farmhouse-in-columbia-county.html?partner=rss&emc=rss","http://www.nytimes.com/2015/02/05/garden/trading-a-beach-house-on-fire-island-for-a-farmhouse-in-columbia-county.html","#NA","#NA","#NA","#NA","The farmhouse in Columbia County was a new kind of habitat for a pair that had spent a quarter-century on beaches of Fire Island.","ROCKY CASALE","Fri, 06 Feb 2015 21:24:38 GMT","Hillsdale (NY)","Interior Design and Furnishings","Real Estate and Housing (Residential)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1214","On Location: Coming Full Circle","http://www.nytimes.com/2015/01/29/garden/coming-full-circle.html?partner=rss&emc=rss","http://www.nytimes.com/2015/01/29/garden/coming-full-circle.html","#NA","#NA","#NA","#NA","A Texan moves back into his family home, but not before making room for his boyhood hobby.","DAVID HAY","Wed, 28 Jan 2015 22:18:52 GMT","Houston (Tex)","Interior Design and Furnishings","Architecture","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1215","On Location: Sustainable Living in Mom’s Backyard","http://www.nytimes.com/2015/01/22/garden/sustainable-living-in-moms-backyard.html?partner=rss&emc=rss","http://www.nytimes.com/2015/01/22/garden/sustainable-living-in-moms-backyard.html","#NA","#NA","#NA","#NA","In Vancouver, a gift of land brings three generations closer.","SANDY KEENAN","Wed, 21 Jan 2015 22:47:47 GMT","Sustainable Living","Vancouver (British Columbia)","Architecture","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1216","On Location: With Wide-Open Acres","http://www.nytimes.com/2015/01/15/garden/with-wide-open-acres.html?partner=rss&emc=rss","http://www.nytimes.com/2015/01/15/garden/with-wide-open-acres.html","#NA","#NA","#NA","#NA","It was easy to embrace a dilapidated farmhouse when the buyers saw the chunk of property it sat on.","STEVEN KURUTZ","Wed, 14 Jan 2015 22:52:11 GMT","Callicoon (NY)","Restoration and Renovation","Interior Design and Furnishings","Real Estate and Housing (Residential)","Catskills (NYS Area)","Sullivan County (NY)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1217","2014 Holiday Gifts for the Home","http://www.nytimes.com/interactive/2014/multimedia/2014-holiday-gift-guide.html?partner=rss&emc=rss","http://www.nytimes.com/interactive/2014/multimedia/2014-holiday-gift-guide.html","#NA","#NA","#NA","#NA","This year’s gift guide invites you to consider a bicycle bell that makes 25 sounds, a 16-foot lamp made of rope and a vase named after the disgraced wife of Emperor Claudius.","#NA","Tue, 02 Dec 2014 21:34:32 GMT","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1218","Four Square Blocks: Portland","http://www.nytimes.com/2014/12/11/garden/four-square-blocks-portland.html?partner=rss&emc=rss","http://www.nytimes.com/2014/12/11/garden/four-square-blocks-portland.html","#NA","#NA","#NA","Leah Nash for The New York Times","As small creative shops fill a street called Mississippi, a neighborhood comes to terms with rapid change.","JULIE LASKY","Thu, 08 Jan 2015 18:12:56 GMT","Portland (Ore)","Design","Interior Design and Furnishings","Shopping and Retail","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1219","On the Market: Homes for Sale in New York and New Jersey","http://www.nytimes.com/2015/02/22/realestate/homes-for-sale-in-bronxville-new-york-and-mahwah-new-jersey.html?partner=rss&emc=rss","http://www.nytimes.com/2015/02/22/realestate/homes-for-sale-in-bronxville-new-york-and-mahwah-new-jersey.html","#NA","#NA","#NA","#NA","This week’s properties include a ranch in Mahwah, N.J., and an updated 1908 house in Bronxville, N.Y.","MICHELLE HIGGINS","Fri, 20 Feb 2015 19:28:12 GMT","Real Estate and Housing (Residential)","Mahwah (NJ)","Bronxville (NY)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1220","What You Get: $1,050,000 Homes in Colorado, Alabama and West Virginia","http://www.nytimes.com/2015/02/19/realestate/1050000-homes-in-colorado-alabama-and-west-virginia.html?partner=rss&emc=rss","http://www.nytimes.com/2015/02/19/realestate/1050000-homes-in-colorado-alabama-and-west-virginia.html","#NA","#NA","#NA","#NA","A former hunting retreat in Colorado, a contemporary in Alabama and a cottage in West Virginia","MIKE POWELL","Wed, 18 Feb 2015 15:29:11 GMT","Real Estate and Housing (Residential)","Colorado","Alabama","West Virginia","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1221","International Real Estate: Real Estate in Austria","http://www.nytimes.com/2015/02/12/realestate/real-estate-in-austria.html?partner=rss&emc=rss","http://www.nytimes.com/2015/02/12/realestate/real-estate-in-austria.html","#NA","#NA","#NA","#NA","Agents attribute the strength of the Viennese market to limited supply, a stable economy, and limits on foreign buyers that discouraged flipping.","PETER SIGAL","Wed, 11 Feb 2015 13:44:01 GMT","Vienna (Austria)","Real Estate and Housing (Residential)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1222","The Scoop iPhone App","http://www.nytimes.com/thescoop?partner=rss&emc=rss","http://www.nytimes.com/thescoop","#NA","#NA","#NA","#NA","An insider’s guide to what to eat, drink and do in New York, including a category on <a href=""http://www.nytimes.com/packages/html/newsgraphics/projects/nyc-app/?view=home"">our favorite home furnishing stores</a>, compiled by the editors and reporters in the Home section and T Magazine.","#NA","Wed, 22 Sep 2010 13:53:51 GMT","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1223","T Magazine: A Perfectly Simple Hermès Watch That’s Simply Perfect","http://tmagazine.blogs.nytimes.com/2015/03/18/hermes-slim-watch/?partner=rss&emc=rss","http://tmagazine.blogs.nytimes.com/2015/03/18/hermes-slim-watch/","#NA","#NA","#NA","Joanna McClure","The French house has created a line for both men and women that marks the passing of time in the most spare and elegant way.","RACHEL GARRAHAN","Wed, 18 Mar 2015 17:19:10 GMT","Watches and Clocks","Hermes International SA","Men's Fashion","T Spring Design 2015","The Thing","Women's Fashion","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1224","T Magazine: Flowers in Vases, Illustrated","http://tmagazine.blogs.nytimes.com/2015/03/18/flowers-vases-art/?partner=rss&emc=rss","http://tmagazine.blogs.nytimes.com/2015/03/18/flowers-vases-art/","#NA","#NA","#NA","#NA","From a series for T in which the artist Leanne Shapton makes new artworks from pictures in old books.","T MAGAZINE","Wed, 18 Mar 2015 16:37:47 GMT","Flowers and Plants","Gardens and Gardening","Art","Design","Document","T Spring Design 2015","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1225","T Magazine: A Splash of Flash","http://tmagazine.blogs.nytimes.com/2015/03/18/spring-best-hair-clips/?partner=rss&emc=rss","http://tmagazine.blogs.nytimes.com/2015/03/18/spring-best-hair-clips/","#NA","#NA","#NA","#NA","In a season of underdone hair, a little adornment can make all the difference.","T MAGAZINE","Wed, 18 Mar 2015 14:30:07 GMT","Hair","Bottega Veneta","Dolce & Gabbana","Valentino Fashion Group SpA","Beauty","Beauty Memo","T Spring Design 2015","Women's Fashion","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1226","Vows: He Showed Up Dressed as Reba McEntire. That Seemed to Work.","https://www.nytimes.com/2017/05/19/fashion/weddings/he-showed-up-dressed-as-reba-mcentire-that-seemed-to-work.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/19/fashion/weddings/he-showed-up-dressed-as-reba-mcentire-that-seemed-to-work.html","#NA","#NA","Michael Moeller, left, and Tobin Summers wed at the Greenpoint Loft, a barnlike event space on the waterfront in Brooklyn.","Jessica Lehrman for The New York Times","A couple manages to mix romance and renovation, and a country singer provides an assist.","TAMMY La GORCE","Fri, 19 May 2017 10:00:41 GMT","Weddings and Engagements","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1227","Pippa Middleton Marries James Matthews in England","https://www.nytimes.com/2017/05/20/world/europe/pippa-middleton-wedding-pictures.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/europe/pippa-middleton-wedding-pictures.html","#NA","#NA","Pippa Middleton married James Matthews on Saturday. The bridal party included her niece, Princess Charlotte, far left, and nephew, Prince George, second from right.","Pool photo by Wpa","The wedding was attended by members of the next generation of Britain’s royal family.","THE NEW YORK TIMES","Sat, 20 May 2017 16:04:36 GMT","Weddings and Engagements","Royal Families","Middleton, Pippa","Great Britain","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1228","Field Notes: 11 Questions to Ask Before Getting a Divorce","https://www.nytimes.com/2017/05/18/fashion/weddings/11-questions-to-ask-before-getting-a-divorce.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/18/fashion/weddings/11-questions-to-ask-before-getting-a-divorce.html","#NA","#NA","#NA","Julia Rothman","Thinking of splitting? Here are some questions that may stave off divorce — or at least make parting less rancorous.","ERIC V. COPAGE","Thu, 18 May 2017 14:38:55 GMT","Divorce, Separations and Annulments","Marriages","Dating and Relationships","Single Persons","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1229","Viveca Gruen and Sisay Befekadu: A Sister Lives On in a Match She Made","https://www.nytimes.com/2017/05/20/fashion/weddings/viveca-gruen-and-sisay-befekadu-married.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/fashion/weddings/viveca-gruen-and-sisay-befekadu-married.html","#NA","#NA","#NA","#NA","Sisay Befekadu met Viveca Gruen at the bedside of her ailing sister, whose matchmaking dream was eventually fulfilled.","VINCENT M. MALLOZZI","Sat, 20 May 2017 16:18:11 GMT","Weddings and Engagements","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1230","When You Know It’s Love: Making You Feel Calm","https://www.nytimes.com/2017/05/17/fashion/weddings/when-you-know-its-love-molly-yeh.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/17/fashion/weddings/when-you-know-its-love-molly-yeh.html","#NA","#NA","Molly Yeh, a lifestyle blogger and author, with her husband, Nick Hagen. “I just knew he was the one because with him I was the best version of myself,” Ms. Yeh said.","Chantell Quernemoen","Molly Yeh, a lifestyle blogger, didn’t get butterflies when she began dating Nick Hagen. “With him I was the best version of myself,” she said.","BROOKE LEA FOSTER","Wed, 17 May 2017 17:03:56 GMT","Blogs and Blogging (Internet)","Dating and Relationships","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1231","Vows: Finding Common Ground, and a Dog Named Pancho","https://www.nytimes.com/2017/05/05/fashion/weddings/finding-common-ground-and-a-dog-named-pancho.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/05/fashion/weddings/finding-common-ground-and-a-dog-named-pancho.html","#NA","#NA","Adele White and Hussain Gilani were married April 23 at the University of California Botanical Garden in Berkeley.","Elizabeth D. Herman for The New York Times","She grew up Christian, he Muslim. But, later in life, if either was having a true crisis of faith, it was about finding a lasting relationship.","LOUISE RAFKIN","Fri, 05 May 2017 10:01:06 GMT","Dating and Relationships","Weddings and Engagements","Families and Family Life","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1232","11 Designer Wedding Dresses Under $2,000","https://www.nytimes.com/2017/04/28/fashion/weddings/11-wedding-dresses-for-under-2000.html?partner=rss&emc=rss","https://www.nytimes.com/2017/04/28/fashion/weddings/11-wedding-dresses-for-under-2000.html","#NA","#NA","#NA","Jamie Levine Photography","Want a couture look for less? Bridal Fashion Week showcased many choices for the budget-conscious bride.","MARIANNE ROHRLICH","Fri, 28 Apr 2017 15:19:52 GMT","Fashion and Apparel","Weddings and Engagements","New York Fashion Week","Badgley Mischka (Fashion Label)","Kleinfeld Bridal Salon","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1233","Bridal Fashion Week: What We Saw at New York Bridal Fashion Week","https://www.nytimes.com/2017/05/04/fashion/weddings/what-we-saw-at-new-york-bridal-fashion-week.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/04/fashion/weddings/what-we-saw-at-new-york-bridal-fashion-week.html","#NA","#NA","#NA","#NA","A look at the Spring/Summer bridal collections from some of the top wedding designers.","CHARANNA ALEXANDER","Thu, 04 May 2017 19:40:43 GMT","Fashion and Apparel","Weddings and Engagements","Packham, Jenny","Marchesa","Dresses","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1234","Nassim Alisobhani and Justin Yanuck: Study Buddies Turn the Page","https://www.nytimes.com/2017/05/20/fashion/weddings/nassim-alisobhani-and-justin-yanuck-married.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/fashion/weddings/nassim-alisobhani-and-justin-yanuck-married.html","#NA","#NA","#NA","#NA","She was studying for the LSAT and he was preparing for his first medical board exam when they met in a public library.","NINA REYES","Sat, 20 May 2017 18:16:09 GMT","Weddings and Engagements","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1235","The Not-Quite-Royal Wedding: A Guide to Pippa Middleton’s Big Day","https://www.nytimes.com/2017/05/16/fashion/pippa-middleton-wedding-guide.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/fashion/pippa-middleton-wedding-guide.html","#NA","#NA","Pippa Middleton, center, with her parents, Michael and Carole Middleton, at a christening in 2015.","Chris Jackson/Getty Images","Who and what to expect during the weekend event.","ELIZABETH PATON","Tue, 16 May 2017 17:05:35 GMT","Weddings and Engagements","Middleton, Pippa","Matthews, James (1975- )","Great Britain","England","Royal Family","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1236","Joyce Kim, Dexter Jacob","https://www.nytimes.com/2017/05/14/fashion/weddings/joyce-kim-dexter-jacob.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/14/fashion/weddings/joyce-kim-dexter-jacob.html","#NA","#NA","#NA","#NA","The couple met while at medical school at Drexel University; they were married in Hawaii.","#NA","Sun, 14 May 2017 04:25:00 GMT","Weddings and Engagements","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"1237","Carolina Garcia, Zak Tanjeloff","https://www.nytimes.com/2017/05/14/fashion/weddings/carolina-garcia-zak-tanjeloff.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/14/fashion/weddings/carolina-garcia-zak-tanjeloff.html","#NA","#NA","#NA","#NA","She works for the Tiggly interactive toy and learning app company, and he is a film producer, both in New York.","#NA","Sun, 14 May 2017 04:24:00 GMT","Weddings and Engagements","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
